text,category
"Borrower Undertaking: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
General Obligation: A loan account reactivation fee of Rs. 500 will be applied if the loan account falls into inoperative dormant status.,Hidden Charges
"Borrower Undertaking: The agreed repayment period is 120 calendar months, concluding on the formal maturity date.",Loan Tenure
Special Covenant: A physical ECS/NACH mandate registration swap fee of Rs. 250 shall be charged for changing the repayment bank account.,Hidden Charges
Mandatory Condition: The maximum tenure permitted under this home finance agreement is 48 months subject to age retirement limits.,Loan Tenure
Important Stipulation: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
Mandatory Condition: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 28.0% compounded monthly.,Late Fee
"Important Stipulation: A non-refundable administrative processing fee of 1.0% of the sanctioned loan amount, subject to a minimum of Rs. 1,000, is payable.",Processing Fee
Clause 43: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
"Section 7.9: In the event of permanent disability or death of the borrower, insurance proceeds shall be applied directly to liquidate outstanding debt.",Insurance
"Important Stipulation: Failure to submit annual income tax returns or financial statements within 90 days will result in a non-compliance penalty of Rs. 10,000.",Penalty
"Borrower Undertaking: A one-time file handling and login processing charge of Rs. 2,999 must be paid along with the application form submission.",Processing Fee
Terms and Conditions: A fixed annual interest rate of 18.00% shall be applicable for the entire tenure of the loan facility without any reset.,Interest Rate
Clause 15: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 2.0% fee.,Prepayment
Terms and Conditions: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
Clause 1: Any default exceeding 30 days delinquency will be reported to credit bureaus and may severely impair the borrower's credit rating.,Credit Score
Clause 32: Early closure and foreclosure of this commercial loan facility will attract a foreclosure compensation levy of 3.0%.,Foreclosure
Section 39.8: Breach of any financial covenant or negative pledge shall attract a liquidated damages penalty of 3.0% per annum.,Penalty
Terms and Conditions: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
Important Stipulation: Late fee calculation begins automatically at 00:01 AM on the day following the missed monthly payment deadline.,Late Fee
The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
Clause 8: The Lender reserves the sole right to revise the interest rate spread by up to 2.25% in the event of any credit rating downgrade.,Interest Rate
"Clause 36: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
Important Stipulation: Applicants must possess a minimum of 2 years continuous employment in the current organization or sector to qualify.,Eligibility
"Mandatory Condition: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
Special Covenant: A late fee of Rs. 500 will be debited to the borrower's loan account for every week the EMI payment remains overdue.,Late Fee
"Clause 33: A moratorium on principal repayment of 12 months is granted, during which only monthly interest is payable.",Loan Tenure
Clause 35: The current applicable rate of interest is 16.50% p.a. comprising the benchmark repo rate of 6.50% plus a credit spread of 4.00%.,Interest Rate
Section 23.5: Differential interest rate of 16.50% shall be levied during the construction period until final disbursement.,Interest Rate
"Section 28.3: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 36.0%.",Penalty
"Borrower Undertaking: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
"Pre-EMI interest shall be paid every month until the regular equated monthly installment of Rs. 55,000 commences.",EMI
Important Stipulation: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
"Borrower Undertaking: The agreed repayment period is 36 calendar months, concluding on the formal maturity date.",Loan Tenure
"General Obligation: A one-time file handling and login processing charge of Rs. 10,000 must be paid along with the application form submission.",Processing Fee
Mandatory Condition: Early closure and foreclosure of this commercial loan facility will attract a foreclosure compensation levy of 3.5%.,Foreclosure
Borrower Undertaking: A pre-closure penalty of 4.0% will be debited to the settlement statement if closed using third-party balance transfer funds.,Foreclosure
General Obligation: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 2.0% fee.,Prepayment
Borrower Undertaking: Interest shall be calculated on the daily reducing balance method at the rate of 8.25% compounded on a monthly basis.,Interest Rate
General Obligation: The loan agreement remains legally binding for a term of 240 months or until all outstanding obligations are cleared.,Loan Tenure
"General Obligation: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
